cluster_id,center_lat,center_lon,listing_count,avg_price,max_price,total_value,tier
2,41.90841949666666,-87.65034966333333,3,3933.3333333333335,4514.0,11800.0,Ultra Luxury
0,41.894995175,-87.65397817499999,4,3619.5,4500.0,14478.0,Ultra Luxury
1,41.898742432419965,-87.62851606141086,4,3414.0,4584.0,13656.0,Ultra Luxury
