cluster_id,center_lat,center_lon,listing_count,avg_price,max_price,total_value,tier
3,41.408876,2.1808799999999997,5,3611.4,3625.0,18057.0,Ultra Luxury
0,41.379151,2.1765000000000003,3,3488.3333333333335,5000.0,10465.0,Ultra Luxury
1,41.37286219137602,2.155998223891618,6,3000.0,3000.0,18000.0,Ultra Luxury
2,41.37985261796037,2.151539075795556,4,2929.0,3280.0,11716.0,Ultra Luxury
